84.	Mitchell, Elijah SFO RB	40.10	10.025	5.10 	  	  	  	  	  	  	  	B 	17.30 	11.90 	5.80 	  	  	  	  	  	@PIT	Gonsales Monsters	9
85.	Scott, Boston PHI RB	36.30	2.593	7.50 	3.10 	0.00 	  	  	2.10 	B 	2.60 	0.50 	0.50 	2.20 	2.90 	2.60 	11.70 	0.00 	0.00 	0.60 	@NEP	Gonsales Monsters	7
86.	Reynolds, Craig DET RB	35.80	3.978	0.00 	4.40 	2.30 	5.70 	17.70 	B 	5.00 	0.70 	0.00 	  	  	  	  	  	  	  	0.00 	@KCC	FA	6
87.	Ingold, Alec MIA RB	35.30	2.206	2.00 	3.60 	0.00 	0.00 	0.00 	2.70 	0.00 	7.60 	0.00 	14.00 	B 	0.50 	3.00 	0.00 	1.90 	0.00 	0.00 	@LAC	FA	11
88.	Davis, Malik DAL RB	34.50	3.136	  	  	  	  	  	0.00 	0.00 	6.10 	B 	4.80 	5.50 	0.00 	9.40 	0.00 	0.00 	0.00 	8.70 	@NYG	Lesorub Magadan	9
89.	Strong Jr., Pierre NEP RB	32.70	2.336	  	0.00 	0.00 	0.00 	  	0.50 	0.00 	0.00 	0.00 	B 	0.00 	0.00 	0.00 	23.00 	7.20 	2.00 	0.00 	PHI	MH	10
90.	Williams, Kyren LAR RB	31.50	3.500	0.00 	  	  	  	  	  	B 	  	  	6.90 	6.40 	8.50 	1.40 	3.90 	0.70 	3.10 	0.60 	@SEA	FC	7
91.	Williams, Avery ATL RB	30.30	1.894	2.00 	1.10 	1.40 	2.60 	9.60 	1.30 	0.40 	2.20 	0.70 	3.00 	-2.00 	0.00 	0.00 	B 	2.50 	5.00 	0.50 	CAR	FA (I)	14
92.	Boone, Mike DEN RB	28.30	3.144	0.70 	0.00 	0.00 	3.90 	11.50 	0.90 	2.80 	  	B 	  	  	  	4.10 	4.40 	  	  	  	@BAL	Gonsales Monsters	9
93.	Williams, Darrel ARI RB	28.10	4.683	0.00 	20.20 	0.70 	2.40 	1.40 	  	  	3.40 	  	  	  	  	B 	  	  	  	  	BYE	FA (Q)	13
94.	Snell, Benny PIT RB	26.20	1.637	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	B 	0.00 	0.00 	20.30 	5.50 	0.40 	0.00 	0.00 	0.00 	BYE	FA	9
95.	Bolden, Brandon LVR RB	25.30	1.687	10.30 	  	3.60 	0.40 	5.40 	B 	0.00 	0.00 	0.50 	0.00 	0.90 	0.00 	0.00 	0.00 	0.00 	0.00 	4.20 	@DEN	FA	6
96.	Michel, Sony FA RB	24.90	2.490	1.70 	2.40 	4.10 	5.20 	0.00 	7.20 	1.80 	B 	1.70 	0.20 	0.60 	  	  	  	  	  	  	@SEA	GKC	-
97.	Brightwell, Gary NYG RB	24.70	1.544	0.00 	1.90 	0.00 	0.00 	7.00 	0.00 	0.00 	0.00 	B 	0.00 	0.00 	7.90 	0.00 	6.60 	0.00 	-0.10 	1.40 	DAL	KWar	9
98.	Freeman, Royce HOU RB	23.80	7.933	  	  	  	  	  	B 	  	  	  	  	  	  	  	  	12.60 	5.30 	5.90 	BYE	FA	6
99.	Ham, C.J. MIN RB	23.10	1.444	1.60 	0.00 	3.00 	0.00 	0.00 	0.80 	B 	0.00 	0.00 	6.80 	0.00 	0.00 	0.00 	1.40 	8.00 	1.50 	0.00 	TBB	FA	7
100.	Brown, Malcolm LAR RB	22.80	2.533	  	  	  	  	0.00 	3.80 	B 	1.00 	2.90 	  	  	  	0.00 	2.70 	0.00 	3.60 	8.80 	BYE	FA	7
101.	Coleman, Tevin FA RB	22.50	5.625	  	  	  	  	22.20 	0.30 	0.00 	  	B 	  	  	  	  	0.00 	  	  	  	BYE	FA	-
102.	Williams, Jonathan WAS RB	21.60	1.800	0.00 	0.00 	1.10 	5.80 	0.00 	  	  	  	0.00 	  	0.00 	3.20 	0.10 	B 	0.00 	5.60 	5.80 	ARI	FA	14
103.	Haskins, Hassan TEN RB	21.40	1.529	0.00 	5.20 	0.00 	0.00 	0.00 	B 	1.00 	0.00 	1.20 	0.00 	0.00 	0.00 	  	  	3.00 	3.20 	7.80 	@NOS	FA	6
104.	Beck, Andrew DEN TE	18.90	1.575	14.20 	-0.10 	0.00 	0.00 	0.00 	1.70 	0.00 	0.00 	B 	  	  	0.00 	  	  	0.10 	0.00 	3.00 	@BAL	FA	9
105.	Gilliam, Reggie BUF RB	18.90	1.350	0.00 	9.20 	3.70 	0.00 	0.00 	3.80 	B 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	  	0.00 	2.20 	  	@NYJ	FA	7
106.	Horvath, Zander LAC RB	18.10	1.207	8.80 	7.10 	0.00 	0.00 	0.30 	0.50 	0.00 	B 	0.00 	0.60 	0.80 	0.00 	0.00 	0.00 	0.00 	0.00 	  	MIA	FA	8
107.	Ricard, Patrick BAL RB	17.50	1.094	1.20 	1.00 	1.70 	4.00 	0.00 	0.00 	3.50 	0.00 	1.60 	B 	0.90 	2.40 	0.50 	0.70 	0.00 	0.00 	0.00 	HOU	FA (Q)	10
108.	Ingram, Keaontay ARI RB	16.80	1.527	  	  	  	  	  	0.70 	12.20 	0.00 	0.20 	0.50 	2.40 	0.50 	B 	0.10 	0.00 	0.20 	0.00 	@WAS	БЕСЫ	13
109.	Watt, Derek PIT RB	15.60	0.975	0.00 	0.70 	0.00 	0.00 	0.60 	0.00 	0.00 	8.10 	B 	1.50 	0.00 	1.50 	1.70 	0.00 	0.70 	0.00 	0.80 	BYE	FA	9
110.	Ahmed, Salvon MIA RB	15.00	1.364	  	0.00 	  	0.00 	  	0.00 	0.00 	0.20 	0.00 	1.60 	B 	  	  	0.10 	11.80 	0.00 	1.30 	@LAC	FA	11
111.	Wilkins, Jordan FA RB	13.20	3.300	  	  	  	  	  	  	  	  	5.30 	2.30 	  	  	  	B 	  	0.40 	5.20 	BYE	FA	-
112.	Harris, Kevin NEP RB	12.70	2.540	  	  	  	  	  	0.50 	  	  	  	B 	  	  	-0.10 	9.10 	2.40 	0.80 	  	PHI	Snusmumrik's Minions	10
113.	Evans, Chris CIN RB	12.30	1.025	0.00 	0.00 	0.90 	0.00 	0.00 	0.00 	0.00 	3.60 	0.00 	B 	  	0.00 	7.80 	  	0.00 	  	  	@CLE	ansuperman	10
114.	Lindsay, Phillip FA RB	12.30	4.100	  	  	  	  	7.40 	4.70 	  	  	0.20 	  	  	  	  	B 	  	  	  	BYE	FA	-
115.	Evans, Darrynton CHI RB	12.20	2.033	  	  	  	0.00 	  	  	  	  	  	  	0.00 	8.70 	2.60 	B 	0.90 	0.00 	  	BYE	FA	14
116.	Conner, Snoop JAC RB	11.20	1.600	  	  	  	  	  	  	  	0.00 	0.00 	  	B 	1.10 	0.60 	  	0.80 	0.50 	8.20 	@IND	FA	11
117.	Clement, Corey ARI RB	10.10	1.263	  	  	  	  	  	0.00 	0.00 	  	  	  	0.00 	1.80 	B 	3.10 	0.00 	0.00 	5.20 	@WAS	Oparysh	13
118.	Jones, Tony SEA RB	9.40	1.567	0.00 	3.00 	  	  	  	0.00 	0.00 	  	  	  	B 	  	5.70 	0.70 	  	  	  	LVR	FA	11
119.	Montgomery, Ty NEP RB	9.30	9.300	9.30 	  	  	  	  	  	  	  	  	B 	  	  	  	  	  	  	  	PHI	Snusmumrik's Minions	10
120.	Davis-Price, Tyrion SFO RB	9.20	1.840	  	4.30 	  	  	  	0.00 	0.40 	  	B 	  	  	  	  	  	  	3.50 	1.00 	@PIT	FC	9
121.	White, Zamir LVR RB	8.60	0.662	0.00 	0.20 	0.00 	2.90 	-0.70 	B 	0.20 	0.00 	-0.10 	-0.10 	  	3.80 	1.10 	0.90 	0.40 	  	  	@DEN	Gonsales Monsters	6
